Market,Data Request Type,Eligible for Combined Bill,Wireless Account Type,Wireless BAN Status,Plan Type,No. of Subscribers,Liability Type,Upgrade Eligibility,Discount,Pre-registered,U-verse Account Type,U-verse Products,No. Voip Lines,Promotions,DTV Plan Name
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,4,B2C,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",1,Product Based (IPTV + CVOIP + HSIA),
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,Residential,"Double Play (IPTV, HSIA)",0,,Please read comment section
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,Product Based Promotion - HSIA,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,6,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,5,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,Residential,"Double Play (HSIA, Voip)",2,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Double Play (HSIA, Voip)",2,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Double Play (HSIA, Voip)",2,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,4,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,6,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,5,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,8,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Double Play (HSIA, Voip)",0,,DIRECTV Premiere Package
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,5,IRU,Upgrade Eligible,,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,5,IRU,,,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,5,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,2,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,2,IRU,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,IRU,Upgrade Eligible,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,B2C,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,2,IRU,Upgrade Eligible,IRU Discount,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,B2C,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,IRU,,CB-W Discount,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,2,B2C,,Titan Bundle Discount,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,1,IRU,,,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,2,B2C,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,B2C,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,B2C,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,IPTV,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,Residential,HSIA,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,HSIA,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,HSIA,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,HSIA,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,HSIA,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,HSIA,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Residential,HSIA,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Residential,HSIA,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,IRU,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",1,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Double Play (HSIA, Voip)",0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Double Play (HSIA, Voip)",0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,Upgrade Eligible,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,4,,Upgrade Eligible,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Business,HSIA,1,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,Reward Card (IPTV + HSIA),
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Business,"Double Play (HSIA, Voip)",0,Reward Card (IPTV + HSIA),
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,B2C,,EMO Discount,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,IRU,,IRU Discount,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,1,B2C,,EMO Discount,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,IRU,,IRU Discount,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,2,IRU,Upgrade Eligible,IRU Discount,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,2,IRU,Upgrade Eligible,IRU Discount,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,3,,Upgrade Eligible,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,2,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,2,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,2,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,2,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,2,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,2,,,,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,B2C,,EMO Discount,No,,,0,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,2,,,,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,B2C,,EMO Discount,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,3,,Upgrade Eligible,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,Residential,"Double Play (HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,2,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,2,B2C,,,No,Residential,IPTV,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,Business,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,2,B2C,Early Upgrade Eligible,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,B2C,,,No,Residential,"Double Play (HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,B2C,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Double Play (HSIA, Voip)",0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Double Play (IPTV, Voip)",0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,Ultimate
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,Ultimate
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,Ultimate
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,B2C,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,Ultimate
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,Entertainment
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Residential,HSIA,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Residential,HSIA,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,IPTV,0,Reward Card IPTV,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,Residential,IPTV,0,Reward Card IPTV,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,Residential,IPTV,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,IRU,,IRU Discount,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,Ultimate
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,Residential,"Double Play (HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,IPTV,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Double Play (HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,"Double Play (HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,HSIA,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,Product Based Promotion - HSIA,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,HSIA,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Residential,,0,,
